Pid Tid Torder Res Dcls Did Time Correct Ans Key ec1 ec2 ec3 ec4 ec5
3 2 54 3 2 4 65 1 3 3 13 0 0 0 0
3 2 55 1 2 5 16 1 2 2 20 0 0 0 0
3 2 56 2 2 1 29 1 2 2 40 0 0 0 0
3 2 57 5 2 2 58 1 2 2 5 0 0 0 0
3 2 58 4 2 3 19 1 3 3 12 0 0 0 0
3 2 59 3 2 4 21 1 3 3 6 0 0 0 0
3 2 60 1 2 5 133 0 1 2 24 0 0 0 0
3 3 61 2 1 1 43 1 1 1 145 0 0 0 0
3 3 62 5 1 2 20 1 2 2 5 0 0 0 0
3 3 63 4 1 3 46 1 3 3 29 0 0 0 0
3 3 64 3 1 4 158 0 1 4 19 0 0 0 0
3 3 65 1 1 5 40 1 5 5 31 0 0 0 0
3 3 66 2 1 1 57 0 4 1 97 0 0 0 0
3 3 67 5 1 2 15 1 2 2 6 0 0 0 0
3 3 68 4 1 3 54 0 5 3 125 0 0 0 0
3 3 69 3 1 4 16 0 2 4 23 0 0 0 0
3 3 70 1 1 5 28 1 5 5 38 0 0 0 0
3 3 71 2 3 1 15 1 1 1 142 0 0 0 0
3 3 72 5 3 2 13 1 2 2 5 0 0 0 0
3 3 73 4 3 3 5 1 3 3 29 0 0 0 0
3 3 74 3 3 4 45 0 2 4 23 0 0 0 0
3 3 75 1 3 5 14 0 1 5 31 0 0 0 0
3 3 76 2 3 1 8 0 2 1 88 0 0 0 0
3 3 77 5 3 2 9 1 2 2 6 0 0 0 0
3 3 78 4 3 3 4 1 3 3 124 0 0 0 0
3 3 79 3 3 4 22 0 5 4 23 0 0 0 0
3 3 80 1 3 5 20 0 2 5 38 0 0 0 0
3 3 81 2 2 1 17 1 1 1 145 0 0 0 0
3 3 82 5 2 2 28 1 2 2 5 0 0 0 0
3 3 83 4 2 3 8 1 3 3 29 0 0 0 0
3 3 84 3 2 4 24 0 5 4 19 0 0 0 0
3 3 85 1 2 5 20 0 2 5 31 0 0 0 0
3 3 86 2 2 1 19 1 1 1 97 0 0 0 0
3 3 87 5 2 2 15 0 5 2 6 0 0 0 0
3 3 88 4 2 3 6 1 3 3 125 0 0 0 0
3 3 89 3 2 4 18 0 5 4 23 0 0 0 0
3 3 90 1 2 5 15 0 2 5 38 0 0 0 0
3 4 91 2 1 1 91 1 1 1 28.264238 17.130038 86 0 0
3 4 92 5 1 2 126 0 0 1 177.683869 15.378212 14 0 0
3 4 93 4 1 3 79 0 0 1 267.276163 25.548267 50 0 0
3 4 94 3 1 4 10 1 1 1 23.415362 29.424623 25 0 0
3 4 95 1 1 5 63 0 0 1 413.019065 31.030434 127 0 0
3 4 96 2 1 1 16 1 1 1 32.27396 25.123904 211 0 0
3 4 97 5 1 2 37 0 0 1 114.690707 12.858324 9 0 0
3 4 98 4 1 3 106 0 0 1 133.933035 22.274493 27 0 0
3 4 99 3 1 4 101 1 1 1 47.980146 28.643363 58 0 0
3 4 100 1 1 5 132 0 0 1 269.446161 33.082050 315 0 0
3 4 101 2 3 1 9 1 1 1 2.360995 17.130037 50 0 0
3 4 102 5 3 2 7 1 1 1 10.4104 15.378211 4 0 0
3 4 103 4 3 3 30 0 0 1 415.12459 25.548268 11 0 0
3 4 104 3 3 4 5 1 1 1 10.182174 29.424623 13 0 0
3 4 105 1 3 5 11 1 1 1 47.846744 31.030433 29 0 0
3 4 106 2 3 1 4 1 1 1 10.030667 25.123904 118 0 0
3 4 107 5 3 2 3 0 0 1 170.594356 12.858324 1 0 0
3 4 108 4 3 3 28 1 1 1 22.63576 22.274493 27 0 0
3 4 109 3 3 4 3 1 1 1 16.040721 28.643362 31 0 0
3 4 110 1 3 5 3 1 1 1 41.050999 33.082050 32 0 0
3 4 111 2 2 1 10 1 1 1 5.452852 17.130037 91 0 0
3 4 112 5 2 2 55 0 0 1 48.933279 15.378211 8 0 0
3 4 113 4 2 3 52 0 0 1 319.013633 25.548268 43 0 0
3 4 114 3 2 4 26 1 1 1 92.183452 29.424623 25 0 0
3 4 115 1 2 5 37 0 0 1 421.163314 31.030435 71 0 0
3 4 116 2 2 1 36 1 1 1 6.926981 25.123904 242 0 0
3 4 117 5 2 2 29 0 0 1 269.004544 12.858325 7 0 0
3 4 118 4 2 3 25 1 1 1 11.331442 22.274493 27 0 0
3 4 119 3 2 4 26 1 1 1 41.000216 28.643363 58 0 0
3 4 120 1 2 5 58 0 0 1 244.553306 33.082050 96 0 0
3 5 121 2 1 1 44 1 2 2 0 0 0 0 0
3 5 122 5 1 2 27 1 2 1 0 0 0 0 0
3 5 123 4 1 3 4 0 1 2 0 0 0 0 0
3 5 124 3 1 4 24 0 1 1 0 0 0 0 0
3 5 125 1 1 5 16 1 1 2 0 0 0 0 0
3 5 126 2 1 1 23 1 1 1 0 0 0 0 0
3 5 127 5 1 2 11 0 2 1 0 0 0 0 0
3 5 128 4 1 3 5 0 1 2 0 0 0 0 0
3 5 129 3 1 4 10 1 2 1 0 0 0 0 0
3 5 130 1 1 5 11 1 1 1 0 0 0 0 0
3 5 131 2 3 1 11 1 2 2 0 0 0 0 0
3 5 132 5 3 2 11 0 1 1 0 0 0 0 0
3 5 133 4 3 3 10 0 1 2 0 0 0 0 0
3 5 134 3 3 4 8 1 2 1 0 0 0 0 0
3 5 135 1 3 5 4 1 1 2 0 0 0 0 0
3 5 136 2 3 1 33 0 2 1 0 0 0 0 0
3 5 137 5 3 2 8 1 1 1 0 0 0 0 0
3 5 138 4 3 3 10 0 1 2 0 0 0 0 0
3 5 139 3 3 4 25 0 1 1 0 0 0 0 0
3 5 140 1 3 5 6 1 1 1 0 0 0 0 0
3 5 141 2 2 1 17 1 2 2 0 0 0 0 0
3 5 142 5 2 2 31 1 2 1 0 0 0 0 0
3 5 143 4 2 3 5 0 1 2 0 0 0 0 0
3 5 144 3 2 4 12 0 1 1 0 0 0 0 0
3 5 145 1 2 5 16 1 1 2 0 0 0 0 0
3 5 146 2 2 1 12 1 1 1 0 0 0 0 0
3 5 147 5 2 2 9 1 1 1 0 0 0 0 0
3 5 148 4 2 3 7 0 1 2 0 0 0 0 0
3 5 149 3 2 4 16 1 2 1 0 0 0 0 0
3 5 150 1 2 5 16 1 1 1 0 0 0 0 0
3 6 151 2 1 1 54 1 3 3 0.5464 97 150 0 0
3 6 152 5 1 2 30 0 2 3 0.6667 5 3 0 0
3 6 153 4 1 3 30 0 2 3 0.5000 12 18 0 0
3 6 154 3 1 1 20 1 3 3 0.5556 98 63 0 0
3 6 155 1 1 3 19 0 3 2 0.2188 32 39 0 0
3 6 156 2 1 1 55 1 3 3 0.5306 98 150 0 0
3 6 157 5 1 2 12 1 3 3 0.6667 5 3 0 0
3 6 158 4 1 3 34 0 1 2 0.2857 14 18 0 0
3 6 159 3 1 1 15 0 2 1 0.0510 98 103 0 0
3 6 160 1 1 3 26 0 2 3 0.4545 32 22 0 0
3 6 161 2 3 1 20 1 3 3 0.5464 97 150 0 0
3 6 162 5 3 2 9 0 2 3 0.6667 5 3 0 0
3 6 163 4 3 3 15 0 2 3 0.5000 12 18 0 0
3 6 164 3 3 1 3 1 3 3 0.5556 98 63 0 0
3 6 165 1 3 3 8 0 3 2 0.2188 32 39 0 0
3 6 166 2 3 1 6 0 2 3 0.5306 98 150 0 0
3 6 167 5 3 2 5 0 2 3 0.6667 5 3 0 0
3 6 168 4 3 3 5 1 2 2 0.2857 14 18 0 0
3 6 169 3 3 1 5 0 2 1 0.0510 98 103 0 0
3 6 170 1 3 3 4 1 3 3 0.4545 32 22 0 0
3 6 171 2 2 1 38 1 3 3 0.5464 97 150 0 0
3 6 172 5 2 2 7 0 2 3 0.6667 5 3 0 0
3 6 173 4 2 3 4 1 3 3 0.5000 12 18 0 0
3 6 174 3 2 1 18 1 3 3 0.5556 98 63 0 0
3 6 175 1 2 3 19 1 2 2 0.2188 32 39 0 0
3 6 176 2 2 1 25 0 2 3 0.5306 98 150 0 0
3 6 177 5 2 2 6 1 3 3 0.6667 5 3 0 0
3 6 178 4 2 3 9 1 2 2 0.2857 14 18 0 0
3 6 179 3 2 1 20 0 3 1 0.0510 98 103 0 0
3 6 180 1 2 3 10 0 2 3 0.4545 32 22 0 0
4 1 1 1 1 1 61 0 1 2 0.023199 0.190485 189 0.213683 441
4 1 2 4 1 2 31 1 1 1 0.013783 0.226457 33 0.212674 36
4 1 3 2 1 3 11 1 2 2 0.075672 0.319989 95 0.395662 149
4 1 4 5 1 4 19 1 2 2 0.130096 0.183878 24 0.313974 32
4 1 5 3 1 5 10 1 1 1 0.144301 0.397904 69 0.253603 110
4 1 6 1 1 1 28 0 3 1 0.072686 0.229279 144 0.156592 50 
4 1 7 4 1 2 11 1 1 1 0.043088 0.255476 47 0.212388 29 
4 1 8 2 1 3 19 1 1 1 0.165807 0.345571 97 0.179764 52 
4 1 9 5 1 4 10 1 2 2 0.074520 0.241066 20 0.315585 34 
4 1 10 3 1 5 7 1 1 1 0.121962 0.377767 51 0.255806 64 
4 1 11 1 3 1 20 1 2 2 0.066095 0.178624 74 0.244718 98 
4 1 12 4 3 2 15 1 1 1 0.114316 0.258170 5 0.143854 1 
4 1 13 2 3 3 34 1 2 2 0.020564 0.349781 74 0.370345 118 
4 1 14 5 3 4 7 0 1 2 0.069352 0.221805 14 0.291157 7 
4 1 15 3 3 5 6 1 1 1 0.196849 0.489367 21 0.292518 25 
4 1 16 1 3 1 21 0 3 1 0.091928 0.322538 37 0.230611 33 
4 1 17 4 3 2 12 1 1 1 0.160786 0.286801 2 0.126015 1 
4 1 18 2 3 3 39 1 1 1 0.199576 0.382308 67 0.182732 43 
4 1 19 5 3 4 10 1 2 2 0.041264 0.258393 9 0.299657 7 
4 1 20 3 3 5 4 1 1 1 0.206989 0.481930 14 0.274942 25 
4 1 21 1 2 1 53 0 1 2 0.041798 0.198220 178 0.240018 42 
4 1 22 4 2 2 21 0 3 1 0.013731 0.226572 33 0.212841 36 
4 1 23 2 2 3 30 1 2 2 0.075257 0.320379 95 0.395636 148 
4 1 24 5 2 4 6 0 1 2 0.140878 0.183878 24 0.324756 29 
4 1 25 3 2 5 6 1 1 1 0.144626 0.398147 69 0.253521 110 
4 1 26 1 2 1 24 1 1 1 0.131271 0.345843 18 0.214572 31 
4 1 27 4 2 2 31 1 1 1 0.043405 0.255574 47 0.212170 30 
4 1 28 2 2 3 17 1 1 1 0.165620 0.345541 96 0.179921 52 
4 1 29 5 2 4 6 1 2 2 0.081953 0.240948 20 0.322901 31 
4 1 30 3 2 5 7 1 1 1 0.121723 0.377593 52 0.255870 64 
4 2 31 1 1 1 62 1 2 2 72 0 0 0 0
4 2 32 4 1 2 9 1 1 1 4 0 0 0 0
4 2 33 2 1 3 37 0 3 2 13 0 0 0 0
4 2 34 5 1 4 56 1 3 3 7 0 0 0 0
4 2 35 3 1 5 17 0 2 3 18 0 0 0 0
4 2 36 1 1 1 30 1 2 2 62 0 0 0 0
4 2 37 4 1 2 10 1 1 1 5 0 0 0 0
4 2 38 2 1 3 54 1 2 2 21 0 0 0 0
4 2 39 5 1 4 22 1 3 3 4 0 0 0 0
4 2 40 3 1 5 61 0 2 3 19 0 0 0 0
4 2 41 1 3 1 21 1 2 2 72 0 0 0 0
4 2 42 4 3 2 6 1 1 1 4 0 0 0 0
4 2 43 2 3 3 27 0 1 2 13 0 0 0 0
4 2 44 5 3 4 11 1 3 3 7 0 0 0 0
4 2 45 3 3 5 8 1 3 3 18 0 0 0 0
4 2 46 1 3 1 5 1 2 2 62 0 0 0 0
4 2 47 4 3 2 8 1 1 1 5 0 0 0 0
4 2 48 2 3 3 6 0 3 2 21 0 0 0 0
4 2 49 5 3 4 11 1 3 3 4 0 0 0 0
4 2 50 3 3 5 27 0 2 3 19 0 0 0 0
4 2 51 1 2 1 20 0 1 2 72 0 0 0 0
4 2 52 4 2 2 6 1 1 1 4 0 0 0 0
4 2 53 2 2 3 35 1 2 2 13 0 0 0 0
4 2 54 5 2 4 28 1 3 3 7 0 0 0 0
4 2 55 3 2 5 12 0 2 3 18 0 0 0 0
4 2 56 1 2 1 20 0 1 2 62 0 0 0 0
4 2 57 4 2 2 15 1 1 1 5 0 0 0 0
4 2 58 2 2 3 21 1 2 2 21 0 0 0 0
4 2 59 5 2 4 10 1 3 3 4 0 0 0 0
4 2 60 3 2 5 36 0 2 3 19 0 0 0 0
4 3 61 1 1 1 58 1 1 1 236 0 0 0 0
4 3 62 4 1 2 7 1 2 2 7 0 0 0 0
4 3 63 2 1 3 12 1 3 3 46 0 0 0 0
4 3 64 5 1 4 21 1 4 4 10 0 0 0 0
4 3 65 3 1 5 19 1 5 5 23 0 0 0 0
4 3 66 1 1 1 14 1 1 1 137 0 0 0 0
4 3 67 4 1 2 10 1 2 2 9 0 0 0 0
4 3 68 2 1 3 5 1 3 3 243 0 0 0 0
4 3 69 5 1 4 11 1 4 4 11 0 0 0 0
4 3 70 3 1 5 8 1 5 5 27 0 0 0 0
4 3 71 1 3 1 7 1 1 1 228 0 0 0 0
4 3 72 4 3 2 5 1 2 2 7 0 0 0 0
4 3 73 2 3 3 4 1 3 3 46 0 0 0 0
4 3 74 5 3 4 4 1 4 4 11 0 0 0 0
4 3 75 3 3 5 4 1 5 5 23 0 0 0 0
4 3 76 1 3 1 7 1 1 1 117 0 0 0 0
4 3 77 4 3 2 4 1 2 2 9 0 0 0 0
4 3 78 2 3 3 5 0 1 3 240 0 0 0 0
4 3 79 5 3 4 5 1 4 4 11 0 0 0 0
4 3 80 3 3 5 4 1 5 5 27 0 0 0 0
4 3 81 1 2 1 7 1 1 1 236 0 0 0 0
4 3 82 4 2 2 7 1 2 2 7 0 0 0 0
4 3 83 2 2 3 9 1 3 3 46 0 0 0 0
4 3 84 5 2 4 14 1 4 4 10 0 0 0 0
4 3 85 3 2 5 5 1 5 5 23 0 0 0 0
4 3 86 1 2 1 6 1 1 1 137 0 0 0 0
4 3 87 4 2 2 5 1 2 2 9 0 0 0 0
4 3 88 2 2 3 4 1 3 3 243 0 0 0 0
4 3 89 5 2 4 7 1 4 4 11 0 0 0 0
4 3 90 3 2 5 3 1 5 5 27 0 0 0 0
4 4 91 1 1 1 210 0 0 1 131.52116 17.130037 146 0 0
4 4 92 4 1 2 12 0 0 1 239.400846 15.378211 29 0 0
4 4 93 2 1 3 82 1 1 1 13.773147 25.548270 114 0 0
4 4 94 5 1 4 73 0 0 1 258.722562 29.424623 11 0 0
4 4 95 3 1 5 46 0 0 1 499.017482 31.030435 73 0 0
4 4 96 1 1 1 25 0 0 1 111.367216 25.123904 407 0 0
4 4 97 4 1 2 25 0 0 1 225.442375 12.858325 22 0 0
4 4 98 2 1 3 25 0 0 1 217.07727 22.274492 67 0 0
4 4 99 5 1 4 14 1 1 1 50.314601 28.643363 26 0 0
4 4 100 3 1 5 46 1 1 1 24.20055 33.082050 147 0 0
4 4 101 1 3 1 12 1 1 1 40.185063 17.130037 83 0 0
4 4 102 4 3 2 13 0 0 1 196.285921 15.378211 2 0 0
4 4 103 2 3 3 45 0 0 1 502.43979 25.548267 25 0 0
4 4 104 5 3 4 4 1 1 1 37.43714 29.424625 6 0 0
4 4 105 3 3 5 4 1 1 1 53.453509 31.030435 23 0 0
4 4 106 1 3 1 5 1 1 1 46.177099 25.123904 185 0 0
4 4 107 4 3 2 4 1 1 1 27.521757 12.858325 6 0 0
4 4 108 2 3 3 31 1 1 1 25.428462 22.274494 61 0 0
4 4 109 5 3 4 3 0 0 1 48.087997 28.643362 15 0 0
4 4 110 3 3 5 3 1 1 1 46.669838 33.082047 25 0 0
4 4 111 1 2 1 47 1 1 1 25.866633 17.130037 136 0 0
4 4 112 4 2 2 80 0 0 1 238.721142 15.378211 14 0 0
4 4 113 2 2 3 84 1 1 1 33.101097 25.548268 94 0 0
4 4 114 5 2 4 32 1 1 1 90.931887 29.424623 11 0 0
4 4 115 3 2 5 68 1 1 1 71.334819 31.030435 40 0 0
4 4 116 1 2 1 54 0 0 1 185.732471 25.123904 408 0 0
4 4 117 4 2 2 81 0 0 1 83.995936 12.858325 18 0 0
4 4 118 2 2 3 33 1 1 1 29.976674 22.274493 67 0 0
4 4 119 5 2 4 11 0 0 1 47.764292 28.643363 26 0 0
4 4 120 3 2 5 4 1 1 1 49.456293 33.082050 52 0 0
4 5 121 1 1 1 28 1 1 1 0 0 0 0 0
4 5 122 4 1 2 15 1 1 1 0 0 0 0 0
4 5 123 2 1 3 7 1 1 2 0 0 0 0 0
4 5 124 5 1 4 7 1 1 2 0 0 0 0 0
4 5 125 3 1 5 5 1 2 2 0 0 0 0 0
4 5 126 1 1 1 10 1 1 1 0 0 0 0 0
4 5 127 4 1 2 16 1 2 1 0 0 0 0 0
4 5 128 2 1 3 11 1 1 1 0 0 0 0 0
4 5 129 5 1 4 7 0 1 1 0 0 0 0 0
4 5 130 3 1 5 16 1 1 2 0 0 0 0 0
4 5 131 1 3 1 8 1 1 1 0 0 0 0 0
4 5 132 4 3 2 7 1 1 1 0 0 0 0 0
4 5 133 2 3 3 7 1 1 2 0 0 0 0 0
4 5 134 5 3 4 7 1 1 2 0 0 0 0 0
4 5 135 3 3 5 5 1 2 2 0 0 0 0 0
4 5 136 1 3 1 7 1 1 1 0 0 0 0 0
4 5 137 4 3 2 17 1 2 1 0 0 0 0 0
4 5 138 2 3 3 6 1 1 1 0 0 0 0 0
4 5 139 5 3 4 3 1 2 1 0 0 0 0 0
4 5 140 3 3 5 6 1 1 2 0 0 0 0 0
4 5 141 1 2 1 11 1 1 1 0 0 0 0 0
4 5 142 4 2 2 9 1 1 1 0 0 0 0 0
4 5 143 2 2 3 5 1 1 2 0 0 0 0 0
4 5 144 5 2 4 7 1 1 2 0 0 0 0 0
4 5 145 3 2 5 23 1 2 2 0 0 0 0 0
4 5 146 1 2 1 10 1 1 1 0 0 0 0 0
4 5 147 4 2 2 17 0 1 1 0 0 0 0 0
4 5 148 2 2 3 11 1 1 1 0 0 0 0 0
4 5 149 5 2 4 6 0 1 1 0 0 0 0 0
4 5 150 3 2 5 16 1 1 2 0 0 0 0 0
4 6 151 1 1 1 54 0 2 1 0.0922 217 237 0 0
4 6 152 4 1 2 7 0 1 3 0.4000 7 5 0 0
4 6 153 2 1 3 18 0 2 3 0.5000 27 18 0 0
4 6 154 5 1 1 23 1 2 2 0.2353 17 21 0 0
4 6 155 3 1 3 56 0 3 1 0.0800 25 27 0 0
4 6 156 1 1 1 15 0 2 1 0.0922 217 237 0 0
4 6 157 4 1 2 5 0 2 1 0.1429 7 8 0 0
4 6 158 2 1 3 10 0 1 3 0.4783 23 34 0 0
4 6 159 5 1 1 12 1 3 3 0.4286 20 14 0 0
4 6 160 3 1 3 7 1 1 1 0.0800 25 27 0 0
4 6 161 1 3 1 14 0 2 1 0.0922 217 237 0 0
4 6 162 4 3 2 8 0 1 3 0.4000 7 5 0 0
4 6 163 2 3 3 9 1 3 3 0.5000 27 18 0 0
4 6 164 5 3 1 7 0 3 2 0.2353 17 21 0 0
4 6 165 3 3 3 16 1 1 1 0.0800 25 27 0 0
4 6 166 1 3 1 22 0 2 1 0.0922 217 237 0 0
4 6 167 4 3 2 5 1 1 1 0.1429 7 8 0 0
4 6 168 2 3 3 11 0 1 3 0.4783 23 34 0 0
4 6 169 5 3 1 6 0 2 3 0.4286 20 14 0 0
4 6 170 3 3 3 24 1 1 1 0.0800 25 27 0 0
4 6 171 1 2 1 15 0 3 1 0.0922 217 237 0 0
4 6 172 4 2 2 13 0 2 3 0.4000 7 5 0 0
4 6 173 2 2 3 14 0 2 3 0.5000 27 18 0 0
4 6 174 5 2 1 13 0 3 2 0.2353 17 21 0 0
4 6 175 3 2 3 13 1 1 1 0.0800 25 27 0 0
4 6 176 1 2 1 29 0 2 1 0.0922 217 237 0 0
4 6 177 4 2 2 6 1 1 1 0.1429 7 8 0 0
4 6 178 2 2 3 7 0 1 3 0.4783 23 34 0 0
4 6 179 5 2 1 14 1 3 3 0.4286 20 14 0 0
4 6 180 3 2 3 42 1 1 1 0.0800 25 27 0 0
5 1 1 3 1 1 30 0 3 2 0.028885 0.196727 76 0.225612 188
5 1 2 2 1 2 22 0 3 1 0.022129 0.214003 41 0.191875 51
5 1 3 1 1 3 18 1 2 2 0.062821 0.323040 125 0.385861 207
5 1 4 4 1 4 12 1 2 2 0.101619 0.212555 38 0.314174 45
5 1 5 5 1 5 10 1 1 1 0.123699 0.379777 32 0.256078 42
5 1 6 3 1 1 7 0 2 1 0.062302 0.258226 55 0.195924 15 
5 1 7 2 1 2 10 0 2 1 0.079956 0.257620 114 0.177664 52 
5 1 8 1 1 3 15 1 1 1 0.174784 0.347311 147 0.172527 79 
5 1 9 4 1 4 10 1 2 2 0.117386 0.210381 46 0.327768 51 
5 1 10 5 1 5 9 1 1 1 0.128247 0.394370 19 0.266123 31 
5 1 11 3 3 1 20 0 3 2 0.091095 0.184554 21 0.275650 38 
5 1 12 2 3 2 10 1 1 1 0.019827 0.211470 20 0.191642 11 
5 1 13 1 3 3 14 1 3 3 0.003395 0.355492 97 0.358887 151 
5 1 14 4 3 4 4 1 2 2 0.073409 0.206517 25 0.279926 11 
5 1 15 5 3 5 4 1 1 1 0.169177 0.462913 10 0.293737 12 
5 1 16 3 3 1 21 0 3 1 0.036096 0.319960 16 0.283864 13 
5 1 17 2 3 2 8 1 1 1 0.102852 0.291262 8 0.188411 12 
5 1 18 1 3 3 10 1 1 1 0.189959 0.377030 84 0.187071 47 
5 1 19 4 3 4 8 1 2 2 0.061930 0.226932 9 0.288862 11 
5 1 20 5 3 5 7 1 1 1 0.194300 0.479859 5 0.285559 12 
5 1 21 3 2 1 17 0 3 2 0.038877 0.215248 72 0.254125 8 
5 1 22 2 2 2 13 0 2 1 0.022648 0.214584 41 0.191936 52 
5 1 23 1 2 3 12 0 3 2 0.062630 0.323016 125 0.385646 207 
5 1 24 4 2 4 7 1 2 2 0.110085 0.212555 38 0.322640 42 
5 1 25 5 2 5 6 1 1 1 0.124534 0.380473 32 0.255939 41 
5 1 26 3 2 1 15 0 3 1 0.057711 0.326588 7 0.268877 12 
5 1 27 2 2 2 15 0 2 1 0.075850 0.255905 121 0.180055 62 
5 1 28 1 2 3 12 1 1 1 0.174710 0.347192 147 0.172482 79 
5 1 29 4 2 4 8 1 2 2 0.124771 0.210484 46 0.335255 47 
5 1 30 5 2 5 7 1 1 1 0.127394 0.393719 19 0.266324 31 
5 2 31 3 1 1 30 1 3 3 22 0 0 0 0
5 2 32 2 1 2 17 1 2 2 13 0 0 0 0
5 2 33 1 1 3 29 0 2 3 22 0 0 0 0
5 2 34 4 1 4 27 1 2 2 12 0 0 0 0
5 2 35 5 1 5 21 1 3 3 7 0 0 0 0
5 2 36 3 1 1 26 1 3 3 16 0 0 0 0
5 2 37 2 1 2 35 1 2 2 8 0 0 0 0
5 2 38 1 1 3 16 1 3 3 30 0 0 0 0
5 2 39 4 1 4 7 0 3 2 5 0 0 0 0
5 2 40 5 1 5 26 0 2 3 9 0 0 0 0
5 2 41 3 3 1 15 1 3 3 22 0 0 0 0
5 2 42 2 3 2 9 1 2 2 12 0 0 0 0
5 2 43 1 3 3 21 0 2 3 22 0 0 0 0
5 2 44 4 3 4 8 1 2 2 12 0 0 0 0
5 2 45 5 3 5 13 1 3 3 7 0 0 0 0
5 2 46 3 3 1 15 1 3 3 16 0 0 0 0
5 2 47 2 3 2 18 1 2 2 8 0 0 0 0
5 2 48 1 3 3 12 1 3 3 30 0 0 0 0
5 2 49 4 3 4 14 0 3 2 5 0 0 0 0
5 2 50 5 3 5 14 1 3 3 9 0 0 0 0
5 2 51 3 2 1 15 1 3 3 22 0 0 0 0
5 2 52 2 2 2 7 1 2 2 13 0 0 0 0
5 2 53 1 2 3 22 1 3 3 22 0 0 0 0
5 2 54 4 2 4 26 1 2 2 12 0 0 0 0
5 2 55 5 2 5 17 1 3 3 7 0 0 0 0
5 2 56 3 2 1 15 1 3 3 16 0 0 0 0
5 2 57 2 2 2 21 1 2 2 8 0 0 0 0
5 2 58 1 2 3 29 1 3 3 30 0 0 0 0
5 2 59 4 2 4 23 0 3 2 5 0 0 0 0
5 2 60 5 2 5 20 1 3 3 9 0 0 0 0
5 3 61 3 1 1 15 1 1 1 94 0 0 0 0
5 3 62 2 1 2 18 1 2 2 33 0 0 0 0
5 3 63 1 1 3 21 1 3 3 60 0 0 0 0
5 3 64 4 1 4 18 1 4 4 17 0 0 0 0
5 3 65 5 1 5 14 1 5 5 11 0 0 0 0
5 3 66 3 1 1 9 1 1 1 55 0 0 0 0
5 3 67 2 1 2 17 0 4 2 33 0 0 0 0
5 3 68 1 1 3 9 1 3 3 329 0 0 0 0
5 3 69 4 1 4 10 1 4 4 18 0 0 0 0
5 3 70 5 1 5 10 1 5 5 12 0 0 0 0
5 3 71 3 3 1 6 1 1 1 91 0 0 0 0
5 3 72 2 3 2 4 1 2 2 33 0 0 0 0
5 3 73 1 3 3 12 1 3 3 60 0 0 0 0
5 3 74 4 3 4 13 1 4 4 18 0 0 0 0
5 3 75 5 3 5 3 1 5 5 11 0 0 0 0
5 3 76 3 3 1 4 1 1 1 47 0 0 0 0
5 3 77 2 3 2 4 0 3 2 33 0 0 0 0
5 3 78 1 3 3 5 1 3 3 323 0 0 0 0
5 3 79 4 3 4 5 1 4 4 18 0 0 0 0
5 3 80 5 3 5 3 1 5 5 12 0 0 0 0
5 3 81 3 2 1 4 1 1 1 94 0 0 0 0
5 3 82 2 2 2 5 1 2 2 33 0 0 0 0
5 3 83 1 2 3 7 1 3 3 60 0 0 0 0
5 3 84 4 2 4 7 1 4 4 17 0 0 0 0
5 3 85 5 2 5 3 1 5 5 11 0 0 0 0
5 3 86 3 2 1 4 1 1 1 55 0 0 0 0
5 3 87 2 2 2 5 1 2 2 33 0 0 0 0
5 3 88 1 2 3 5 1 3 3 329 0 0 0 0
5 3 89 4 2 4 6 1 4 4 18 0 0 0 0
5 3 90 5 2 5 3 1 5 5 12 0 0 0 0
5 4 91 3 1 1 28 0 0 1 99.596163 17.130038 65 0 0
5 4 92 2 1 2 25 0 0 1 518.769282 15.378211 73 0 0
5 4 93 1 1 3 23 0 0 1 431.549351 25.548270 179 0 0
5 4 94 4 1 4 10 0 0 1 504.172038 29.424623 24 0 0
5 4 95 5 1 5 7 1 1 1 68.979472 31.030435 44 0 0
5 4 96 3 1 1 16 1 1 1 28.049393 25.123905 164 0 0
5 4 97 2 1 2 16 0 0 1 198.153645 12.858325 33 0 0
5 4 98 1 1 3 56 0 0 1 101.987303 22.274492 84 0 0
5 4 99 4 1 4 7 1 1 1 21.848164 28.643363 37 0 0
5 4 100 5 1 5 7 1 1 1 5.560487 33.082050 51 0 0
5 4 101 3 3 1 6 1 1 1 11.050031 17.130038 41 0 0
5 4 102 2 3 2 3 1 1 1 2.282616 15.378211 7 0 0
5 4 103 1 3 3 12 0 0 1 366.406204 25.548269 25 0 0
5 4 104 4 3 4 3 1 1 1 14.005378 29.424624 13 0 0
5 4 105 5 3 5 3 1 1 1 39.568863 31.030433 10 0 0
5 4 106 3 3 1 5 1 1 1 35.648386 25.123905 74 0 0
5 4 107 2 3 2 4 1 1 1 10.109502 12.858325 11 0 0
5 4 108 1 3 3 12 0 0 1 203.580841 22.274492 81 0 0
5 4 109 4 3 4 3 1 1 1 26.396511 28.643362 22 0 0
5 4 110 5 3 5 3 1 1 1 14.001526 33.082050 12 0 0
5 4 111 3 2 1 14 0 0 1 64.945544 17.130037 40 0 0
5 4 112 2 2 2 7 0 0 1 457.922413 15.378211 37 0 0
5 4 113 1 2 3 5 0 0 1 479.220599 25.548268 140 0 0
5 4 114 4 2 4 8 0 0 1 203.576606 29.424623 24 0 0
5 4 115 5 2 5 4 1 1 1 32.883057 31.030435 34 0 0
