Pid Tid Torder Res Dcls Did Time Correct Ans Key ec1 ec2 ec3 ec4 ec5
5 4 116 3 2 1 11 0 0 1 904.053708 25.123904 148 0 0
5 4 117 2 2 2 12 0 0 1 251.616894 12.858325 31 0 0
5 4 118 1 2 3 6 0 0 1 316.161207 22.274493 84 0 0
5 4 119 4 2 4 6 1 1 1 29.662574 28.643363 37 0 0
5 4 120 5 2 5 3 1 1 1 18.140452 33.082050 16 0 0
5 5 121 3 1 1 19 0 1 2 0 0 0 0 0
5 5 122 2 1 2 19 1 2 1 0 0 0 0 0
5 5 123 1 1 3 10 0 1 2 0 0 0 0 0
5 5 124 4 1 4 6 1 2 1 0 0 0 0 0
5 5 125 5 1 5 7 1 1 1 0 0 0 0 0
5 5 126 3 1 1 6 1 1 2 0 0 0 0 0
5 5 127 2 1 2 8 1 1 2 0 0 0 0 0
5 5 128 1 1 3 10 1 2 1 0 0 0 0 0
5 5 129 4 1 4 7 1 1 2 0 0 0 0 0
5 5 130 5 1 5 6 1 1 1 0 0 0 0 0
5 5 131 3 3 1 4 1 2 2 0 0 0 0 0
5 5 132 2 3 2 8 1 2 1 0 0 0 0 0
5 5 133 1 3 3 7 0 1 2 0 0 0 0 0
5 5 134 4 3 4 4 1 2 1 0 0 0 0 0
5 5 135 5 3 5 3 1 1 1 0 0 0 0 0
5 5 136 3 3 1 6 1 1 2 0 0 0 0 0
5 5 137 2 3 2 5 1 1 2 0 0 0 0 0
5 5 138 1 3 3 7 1 2 1 0 0 0 0 0
5 5 139 4 3 4 7 1 1 2 0 0 0 0 0
5 5 140 5 3 5 5 1 1 1 0 0 0 0 0
5 5 141 3 2 1 13 1 2 2 0 0 0 0 0
5 5 142 2 2 2 7 1 2 1 0 0 0 0 0
5 5 143 1 2 3 11 0 1 2 0 0 0 0 0
5 5 144 4 2 4 4 0 1 1 0 0 0 0 0
5 5 145 5 2 5 8 1 1 1 0 0 0 0 0
5 5 146 3 2 1 10 1 1 2 0 0 0 0 0
5 5 147 2 2 2 8 1 1 2 0 0 0 0 0
5 5 148 1 2 3 5 1 2 1 0 0 0 0 0
5 5 149 4 2 4 9 1 1 2 0 0 0 0 0
5 5 150 5 2 5 7 1 1 1 0 0 0 0 0
5 6 151 3 1 1 23 0 1 2 0.3205 78 103 0 0
5 6 152 2 1 2 10 0 2 1 0.00 33 33 0 0
5 6 153 1 1 3 14 1 2 2 0.3333 32 24 0 0
5 6 154 4 1 1 12 0 3 1 0.00 61 61 0 0
5 6 155 5 1 3 8 1 1 1 0.00 12 12 0 0
5 6 156 3 1 1 8 0 2 3 0.5077 98 65 0 0
5 6 157 2 1 2 14 0 2 3 0.5714 33 21 0 0
5 6 158 1 1 3 19 0 2 3 0.5600 25 39 0 0
5 6 159 4 1 1 12 1 1 1 0.00 61 61 0 0
5 6 160 5 1 3 7 0 1 3 0.5000 12 8 0 0
5 6 161 3 3 1 7 1 2 2 0.3205 78 103 0 0
5 6 162 2 3 2 9 0 2 1 0.00 33 33 0 0
5 6 163 1 3 3 9 0 1 2 0.3333 32 24 0 0
5 6 164 4 3 1 9 0 2 1 0.00 61 61 0 0
5 6 165 5 3 3 8 1 1 1 0.00 12 12 0 0
5 6 166 3 3 1 6 1 3 3 0.5077 98 65 0 0
5 6 167 2 3 2 5 0 2 3 0.5714 33 21 0 0
5 6 168 1 3 3 6 0 2 3 0.5600 25 39 0 0
5 6 169 4 3 1 7 0 2 1 0.00 61 61 0 0
5 6 170 5 3 3 9 0 1 3 0.5000 12 8 0 0
5 6 171 3 2 1 12 0 1 2 0.3205 78 103 0 0
5 6 172 2 2 2 9 0 2 1 0.00 33 33 0 0
5 6 173 1 2 3 12 1 2 2 0.3333 32 24 0 0
5 6 174 4 2 1 5 1 1 1 0.00 61 61 0 0
5 6 175 5 2 3 15 1 1 1 0.00 12 12 0 0
5 6 176 3 2 1 9 0 1 3 0.5077 98 65 0 0
5 6 177 2 2 2 9 0 2 3 0.5714 33 21 0 0
5 6 178 1 2 3 11 0 2 3 0.5600 25 39 0 0
5 6 179 4 2 1 10 0 2 1 0.00 61 61 0 0
5 6 180 5 2 3 9 0 2 3 0.5000 12 8 0 0
